Crate (9),(12.0, 1.0, -43.0),(1.0, 1.0, 1.0),pb_Mesh-190228,(0.0, -0.3, 0.0, 1.0),Untagged
Rock,(-23.9, 0.0, -44.1),(3.6, 3.6, 3.6),default,(-0.1, 0.2, -1.0, 0.2),Untagged
Rock,(-21.9, -1.0, -43.0),(1.8, 1.8, 1.8),default,(-0.6, -0.6, -0.5, 0.3),Untagged
Cube (2),(-34.0, -7.0, -46.0),(1.0, 1.0, 1.0),pb_Mesh73158,(0.0, 0.0, 0.0, 1.0),Untagged
Rock1 (2),(-12.8, 11.0, -64.9),(4.3, 4.3, 4.3),Rock,(-0.5, 0.6, 0.5, 0.3),Untagged
Rock3,(17.7, 10.0, -65.9),(5.1, 5.1, 5.1),Rock3,(-0.4, 0.4, 0.6, 0.6),Untagged
Ladder (6),(37.0, -6.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-190820,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (11),(37.0, -1.0, -19.0),(1.0, 1.0, 1.0),pb_Mesh-190972,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (12),(27.0, -1.0, -3.0),(1.0, 1.0, 1.0),pb_Mesh-190038,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (2),(19.0, -1.0, -19.0),(1.0, 1.0, 1.0),pb_Mesh-191066,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder,(19.0, -6.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-190366,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (1),(0.0, -1.0, -19.0),(1.0, 1.0, 1.0),pb_Mesh-191138,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (1),(0.0, -6.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-190774,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (2),(-19.0, -6.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-191180,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (7),(-37.0, -6.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-190330,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (9),(-37.0, -1.0, -19.0),(1.0, 1.0, 1.0),pb_Mesh-190530,(0.0, 0.0, 0.0, 1.0),Untagged
SpinnerPlatform (10),(-28.0, -1.0, -3.0),(1.0, 1.0, 1.0),pb_Mesh-190594,(0.0, 0.0, 0.0, 1.0),Untagged
