Cube (29),(-21.0, -20.0, -23.0),(1.0, 1.0, 1.0),pb_Mesh95626,(0.0, -0.7, 0.0, 0.7),Untagged
Cube (21),(-37.0, -20.0, -3.0),(1.0, 1.0, 1.0),pb_Mesh95722,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (3),(-32.0, -17.0, -17.0),(1.0, 1.0, 1.0),pb_Mesh-503180,(0.0, 1.0, 0.0, 0.0),Untagged
SnowballPile (2),(-28.8, -20.0, -20.2),(1.7, 1.7, 1.7),SnowballPile,(0.0, 0.5, 0.0, 0.9),Untagged
Cube (23),(-35.0, -20.0, -30.0),(0.8, 0.8, 0.8),pb_Mesh95704,(0.0, -0.3, 0.0, 0.9),Untagged
SnowballPile (23),(-18.3, -20.0, -33.6),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 0.9),Untagged
Cube (26),(-4.0, -20.0, -27.0),(1.0, 1.0, 1.0),pb_Mesh94966,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (21),(-6.8, -20.0, -22.0),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 0.9),Untagged
Cube (22),(-4.0, -20.0, -8.0),(1.0, 1.0, 1.0),pb_Mesh95578,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (7),(4.0, -18.0, 0.0),(1.0, 1.0, 1.0),pb_Mesh95562,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (24),(9.9, -20.0, -11.0),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.5, 0.0, 0.9),Untagged
Ladder,(0.0, -17.0, -0.9),(1.0, 1.0, 1.0),pb_Mesh-503024,(0.0, 0.0, 0.0, -1.0),Untagged
Cube (2),(-1.0, -17.8, -0.5),(1.0, 1.0, 1.0),pb_Mesh95044,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (3),(-1.0, -16.8, -0.5),(1.0, 1.0, 1.0),pb_Mesh95088,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (4),(-1.0, -15.8, -0.5),(1.0, 1.0, 1.0),pb_Mesh95212,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (8),(-1.0, -14.8, -0.5),(1.0, 1.0, 1.0),pb_Mesh95370,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (1),(-1.0, -18.8, -0.5),(1.0, 1.0, 1.0),pb_Mesh95452,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (14),(2.0, -20.0, 14.0),(1.0, 1.0, 1.0),pb_Mesh95102,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (10),(2.5, -16.0, 12.3),(1.7, 1.7, 1.7),SnowballPile,(0.0, 0.5, 0.0, 0.9),Untagged
Ladder (1),(0.0, -22.4, 14.1),(1.0, 1.0, 1.0),pb_Mesh-503572,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (6),(-8.3, -20.0, 12.7),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.5, 0.0, 0.9),Untagged
Cube (25),(-20.0, -18.0, 13.0),(0.8, 0.8, 0.8),pb_Mesh95176,(-0.3, 0.0, 0.0, 1.0),Untagged
Cube (24),(-20.0, -20.0, 2.0),(0.8, 0.8, 0.8),pb_Mesh95352,(0.0, -0.3, 0.0, 0.9),Untagged
Cube (20),(-37.0, -20.0, 25.0),(1.0, 1.0, 1.0),pb_Mesh95032,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (4),(-29.8, -17.0, 17.4),(1.7, 1.7, 1.7),SnowballPile,(0.0, 0.5, 0.0, 0.9),Untagged
Cube (34),(-22.0, -15.0, 26.3),(1.0, 1.0, 1.0),pb_Mesh95056,(-0.4, -0.1, 0.0, 0.9),Untagged
Cube (33),(-23.4, -20.0, 32.1),(1.0, 1.0, 1.0),pb_Mesh94954,(0.0, -0.1, 0.0, 1.0),Untagged
