Locomotive,(109.0, -25.0, 16.0),(1.0, 1.0, 1.0),Locomotive,(-0.7, 0.0, 0.0, 0.7),Untagged
Locomotive,(109.0, -25.0, 0.0),(1.0, 1.0, 1.0),Locomotive,(-0.7, 0.0, 0.0, 0.7),Untagged
Locomotive,(109.0, -25.0, -16.0),(1.0, 1.0, 1.0),Locomotive,(-0.7, 0.0, 0.0, 0.7),Untagged
Wagon_Empty,(82.0, -25.0, -16.0),(1.0, 1.0, 1.0),Wagon_Empty,(-0.7, 0.0, 0.0, 0.7),Untagged
CoalTender,(88.0, -23.0, 0.0),(1.0, 1.0, 1.0),CoalTender,(-0.7, 0.0, 0.0, 0.7),Untagged
Locomotive_PassengerWagon,(83.0, -25.0, 16.0),(1.0, 1.0, 1.0),Locomotive_PassengerWagon,(-0.7, 0.0, 0.0, 0.7),Untagged
Locomotive_Wagon,(65.0, -25.0, 0.0),(1.0, 1.0, 1.0),Locomotive_Wagon,(-0.7, 0.0, 0.0, 0.7),Untagged
Wagon_Empty,(53.0, -25.0, 16.0),(1.0, 1.0, 1.0),Wagon_Empty,(-0.7, 0.0, 0.0, 0.7),Untagged
Ladder,(69.3, -19.0, 16.0),(1.0, 1.0, 1.0),pb_Mesh-227924,(0.0, 0.7, 0.0, -0.7),Untagged
Ladder (10),(76.3, -19.8, -4.0),(1.0, 1.0, 1.0),pb_Mesh-228454,(0.0, 1.0, 0.0, 0.0),Untagged
Crate (1),(70.9, -20.0, -16.0),(0.8, 0.8, 0.8),pb_Mesh-227754,(0.0, 0.0, 0.0, 1.0),Untagged
Crate (2),(65.9, -20.0, -14.9),(0.8, 0.8, 0.8),pb_Mesh-228202,(0.0, 0.5, 0.0, 0.9),Untagged
Wagon_OpenContainer,(50.0, -25.0, -16.0),(1.0, 1.0, 1.0),Wagon_OpenContainer,(-0.7, 0.0, 0.0, 0.7),Untagged
