Saloon,(4.0, -21.0, 5.0),(1.0, 1.0, 1.0),pb_Mesh67770,(0.0, 0.0, 0.0, 1.0),Untagged
Table2,(5.4, -19.0, 12.7),(250.0, 250.0, 240.0),Table2,(0.5, 0.5, 0.5, -0.5),Untagged
Table2,(5.4, -19.0, 21.5),(250.0, 250.0, 240.0),Table2,(-0.5, 0.5, 0.5, 0.5),Untagged
Ladder (2),(6.0, -17.0, 25.0),(1.0, 1.0, 1.0),pb_Mesh-93070,(0.0, 0.0, 0.0, -1.0),Untagged
Barrel,(-13.5, -20.0, 17.5),(250.0, 250.0, 250.0),Barrel,(-0.7, 0.0, 0.0, 0.7),Untagged
Barrel,(-13.5, -20.0, 14.5),(250.0, 250.0, 250.0),Barrel,(-0.6, 0.4, 0.4, 0.6),Untagged
Barrel,(-13.5, -20.0, 11.0),(250.0, 250.0, 250.0),Barrel,(-0.7, 0.0, 0.0, 0.7),Untagged
Barrel,(-13.5, -16.6, 14.5),(250.0, 250.0, 250.0),Barrel,(-0.7, 0.1, 0.1, 0.7),Untagged
Table2,(-9.0, -19.0, 7.6),(250.0, 250.0, 240.0),Table2,(0.0, 0.7, 0.7, 0.0),Untagged
Door (1),(-2.6, -16.3, 3.0),(1.0, 1.0, 1.0),pb_Mesh67432,(0.0, 1.0, 0.0, 0.0),Untagged
Door,(0.6, -16.3, 3.0),(1.0, 1.0, 1.0),pb_Mesh67654,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (2),(30.0, -20.0, 5.0),(1.0, 1.0, 1.0),pb_Mesh67604,(0.0, 0.0, 0.0, 1.0),Untagged
Barrel,(20.0, -20.0, -0.5),(250.0, 250.0, 250.0),Barrel,(-0.6, 0.3, 0.3, 0.6),Untagged
Cactus_3,(23.0, -20.0, -9.0),(250.0, 250.0, 250.0),Cactus_3,(-0.7, -0.1, -0.1, 0.7),Untagged
Crate (5),(33.0, -19.0, -3.6),(0.5, 0.5, 0.5),pb_Mesh-92860,(0.0, -0.1, 0.0, 1.0),Untagged
Crate (4),(30.0, -18.5, -1.0),(0.8, 0.8, 0.8),pb_Mesh-92982,(0.0, 0.1, 0.0, 1.0),Untagged
Crate,(33.5, -18.5, -0.5),(0.8, 0.8, 0.8),pb_Mesh-93364,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (10),(25.0, -17.0, 1.0),(1.0, 1.0, 1.0),pb_Mesh-93322,(0.0, 1.0, 0.0, 0.0),Untagged
Ladder (5),(23.5, -12.0, 5.0),(1.0, 1.0, 1.0),pb_Mesh-93282,(0.0, 1.0, 0.0, 0.0),Untagged
Cube (13),(31.0, -20.0, -27.0),(1.0, 1.0, 1.0),pb_Mesh67670,(0.0, 0.0, 0.0, 1.0),Untagged
Cactus_3,(26.1, -20.0, -24.0),(250.0, 250.0, 250.0),Cactus_3,(-0.7, -0.3, -0.3, 0.7),Untagged
Cactus_3,(27.0, -20.0, -26.9),(175.6, 175.6, 175.6),Cactus_3,(-0.4, -0.6, -0.6, 0.4),Untagged
Barrel,(20.0, -20.0, -32.0),(250.0, 250.0, 250.0),Barrel,(-0.7, -0.2, -0.2, 0.7),Untagged
