Cube (12),(-26.6, 5.0, -2.0),(1.0, 1.0, 1.0),pb_Mesh70218,(0.0, 0.7, 0.0, 0.7),Untagged
Cube (15),(-29.0, -6.0, -25.0),(1.0, 1.0, 1.0),pb_Mesh70630,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (12),(-35.0, 3.0, -32.0),(1.0, 1.0, 1.0),pb_Mesh-138060,(0.0, 0.7, 0.0, 0.7),Untagged
Cube (4),(-20.0, -6.0, -46.0),(1.0, 1.0, 1.0),pb_Mesh70610,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (35),(-10.0, -7.0, -26.0),(1.0, 1.0, 1.0),pb_Mesh70114,(0.0, -0.6, 0.0, 0.8),Untagged
Ladder,(-8.0, -4.0, -30.0),(1.0, 1.0, 1.0),pb_Mesh-138226,(0.0, 1.0, 0.0, -0.1),Untagged
Crate (14),(10.0, -4.5, -25.0),(0.5, 0.8, 0.5),pb_Mesh-137672,(0.0, 0.7, 0.0, 0.7),Untagged
Cube (28),(24.0, -1.5, -26.0),(1.0, 1.0, 1.0),pb_Mesh70206,(-0.1, 0.8, 0.2, 0.5),Untagged
Cube (13),(27.0, -6.0, -22.0),(1.0, 1.0, 1.0),pb_Mesh70352,(0.0, 0.7, 0.0, 0.7),Untagged
Crate (22),(23.0, -2.0, -20.0),(0.8, 0.5, 0.8),pb_Mesh-138038,(0.0, 0.8, 0.0, 0.6),Untagged
Cube (29),(28.0, 2.0, -25.0),(1.0, 1.0, 1.0),pb_Mesh70490,(0.0, 1.0, 0.3, 0.0),Untagged
Cube (5),(40.0, -6.0, 15.0),(1.0, 1.0, 1.0),pb_Mesh70648,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (8),(40.0, -3.0, 10.0),(1.0, 1.0, 1.0),pb_Mesh-138126,(0.0, 0.7, 0.0, -0.7),Untagged
Cube (3),(34.0, -6.0, 12.0),(1.0, 1.0, 1.0),pb_Mesh70770,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (2),(4.0, -6.0, 10.0),(1.0, 1.0, 1.0),pb_Mesh70190,(0.0, 0.0, 0.0, 1.0),Untagged
Crate (2),(16.0, -4.0, 1.0),(1.0, 1.0, 1.0),pb_Mesh-138100,(0.0, -0.4, 0.0, 0.9),Untagged
Crate (5),(12.0, -4.0, -3.0),(1.0, 1.0, 1.0),pb_Mesh70128,(0.0, 0.2, 0.0, 1.0),Untagged
Crate,(18.0, -4.0, -8.0),(1.0, 1.0, 1.0),pb_Mesh-138074,(0.0, -0.1, 0.0, 1.0),Untagged
Cube (11),(25.0, 5.0, -9.0),(1.0, 1.0, 1.0),pb_Mesh70340,(0.0, 0.6, 0.0, 0.8),Untagged
Crate (6),(9.0, -4.0, -12.0),(1.0, 1.0, 1.0),pb_Mesh-137734,(0.0, 0.3, 0.0, 1.0),Untagged
Cube (9),(3.0, 5.0, -10.0),(1.0, 1.0, 1.0),pb_Mesh70756,(0.0, 0.8, 0.0, 0.6),Untagged
Cube (8),(-17.0, 1.5, -3.0),(1.0, 1.0, 1.0),pb_Mesh70322,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (5),(-16.0, -3.0, -12.0),(1.0, 1.0, 1.0),pb_Mesh-137482,(0.0, 1.0, 0.0, 0.0),Untagged
Cube (30),(-38.1, 11.9, 0.3),(1.0, 1.0, 1.0),pb_Mesh70178,(0.2, 0.6, 0.2, -0.8),Untagged
Crate (9),(-34.5, 7.0, -2.0),(1.0, 1.0, 1.0),pb_Mesh-137762,(0.0, -0.1, 0.0, 1.0),Untagged
Ladder (10),(-36.1, -3.0, 11.7),(1.0, 1.0, 1.0),pb_Mesh-138250,(0.0, 1.0, 0.0, 0.0),Untagged
Cube (31),(-38.5, 3.0, 18.5),(1.0, 1.0, 1.0),pb_Mesh70234,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (14),(-37.0, 5.0, 14.0),(1.0, 1.0, 1.0),pb_Mesh70276,(0.0, 1.0, 0.0, 0.0),Untagged
Cube (18),(-50.0, -6.0, 17.5),(1.0, 1.0, 1.0),pb_Mesh70564,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (7),(-36.0, -6.0, 35.0),(1.0, 1.0, 1.0),pb_Mesh70714,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (13),(-42.0, -3.0, 47.0),(1.0, 1.0, 1.0),pb_Mesh-137834,(0.0, 0.7, 0.0, -0.7),Untagged
Ladder (11),(-38.0, 5.0, 43.0),(1.0, 1.0, 1.0),pb_Mesh-137468,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (3),(-16.0, -3.0, 14.0),(1.0, 1.0, 1.0),pb_Mesh-138308,(0.0, 0.7, 0.0, -0.7),Untagged
Crate (7),(-8.0, -4.5, 6.0),(0.8, 0.8, 0.8),pb_Mesh-138296,(0.0, -0.3, 0.0, 1.0),Untagged
Crate (8),(-16.0, -4.5, -5.0),(0.8, 0.8, 0.8),pb_Mesh-137788,(0.0, -0.6, 0.0, 0.8),Untagged
Crate (1),(-13.0, 3.5, -5.0),(0.5, 0.5, 0.5),pb_Mesh-138140,(0.0, 0.3, 0.0, 1.0),Untagged
Ladder (6),(-0.3, 8.0, -6.7),(1.0, 1.0, 1.0),pb_Mesh-138202,(0.0, 0.6, 0.0, -0.8),Untagged
Cube (10),(3.0, 16.5, -10.0),(1.0, 1.0, 1.0),pb_Mesh70598,(0.0, 0.8, 0.0, 0.6),Untagged
Crate (19),(4.0, 8.0, -35.0),(0.5, 0.5, 0.5),pb_Mesh-137920,(0.0, -0.7, 0.0, 0.7),Untagged
Crate (18),(4.0, 2.5, -31.0),(0.5, 0.5, 0.5),pb_Mesh-137944,(0.0, -0.7, 0.0, 0.7),Untagged
Crate (13),(14.0, 0.0, -37.0),(0.5, 0.8, 0.5),pb_Mesh-138176,(0.0, 0.8, 0.0, 0.6),Untagged
Cube (16),(41.5, -6.0, -35.0),(1.0, 1.0, 1.0),pb_Mesh70160,(0.0, 0.2, 0.0, 1.0),Untagged
Ladder (7),(50.0, 7.0, 16.0),(1.0, 1.0, 1.0),pb_Mesh-137558,(0.0, 0.7, 0.0, 0.7),Untagged
Crate (3),(39.0, 9.5, 15.0),(0.8, 0.8, 0.8),pb_Mesh-137908,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (9),(32.0, 11.0, 17.0),(1.0, 1.0, 1.0),pb_Mesh-137630,(0.0, 0.7, 0.0, 0.7),Untagged
Ladder (2),(20.0, 3.0, 17.0),(1.0, 1.0, 1.0),pb_Mesh-138086,(0.0, 0.7, 0.0, -0.7),Untagged
Ladder (1),(-4.0, 1.0, 10.0),(1.0, 1.0, 1.0),pb_Mesh-137606,(0.0, 1.0, 0.0, 0.0),Untagged
Ladder (4),(16.0, -3.0, 22.0),(1.0, 1.0, 1.0),pb_Mesh-137434,(0.0, 0.0, 0.0, -1.0),Untagged
Cube (6),(0.0, -6.0, 34.0),(1.0, 1.0, 1.0),pb_Mesh70250,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (20),(-11.0, 1.0, 24.0),(1.0, 1.0, 1.0),pb_Mesh-137350,(0.0, 0.0, 0.0, -1.0),Untagged
Crate (4),(-7.0, 3.5, 39.0),(0.8, 0.8, 0.8),pb_Mesh-137318,(0.0, 0.1, 0.0, 1.0),Untagged
Ladder (17),(0.0, 5.0, 44.0),(1.0, 1.0, 1.0),pb_Mesh-138340,(0.0, 1.0, 0.0, 0.0),Untagged
Ladder (19),(0.7, -3.0, 52.0),(1.0, 1.0, 1.0),pb_Mesh-137894,(0.0, 0.0, 0.0, -1.0),Untagged
Ladder (18),(4.0, -3.0, 40.0),(1.0, 1.0, 1.0),pb_Mesh-138010,(0.0, 0.7, 0.0, 0.7),Untagged
Ladder (16),(4.0, 11.0, 48.0),(1.0, 1.0, 1.0),pb_Mesh-137684,(0.0, 0.7, 0.0, -0.7),Untagged
Crate (10),(8.0, 15.5, 49.5),(0.8, 0.8, 0.8),pb_Mesh-137956,(0.0, 0.1, 0.0, 1.0),Untagged
Ladder (15),(16.0, 11.0, 48.0),(1.0, 1.0, 1.0),pb_Mesh-137544,(0.0, 0.7, 0.0, 0.7),Untagged
Ladder (14),(24.0, -3.0, 48.0),(1.0, 1.0, 1.0),pb_Mesh-137720,(0.0, 0.7, 0.0, 0.7),Untagged
Cube (17),(39.4, -6.0, 37.5),(1.0, 1.0, 1.0),pb_Mesh70396,(0.0, 0.0, 0.0, 1.0),Untagged
TireBounce (1),(-17.0, -6.5, -11.0),(2.2, 2.9, 2.9),default,(0.0, 0.0, -0.7, 0.7),Untagged
TireBounce,(-23.0, -5.5, -7.0),(2.2, 2.9, 2.9),default,(0.0, 0.0, -0.7, 0.7),Untagged
Cube,(0.4, -8.7, 141.1),(1.0, 1.0, 1.0),pb_Mesh70734,(0.0, 0.0, 0.0, 1.0),Untagged
