Cube (24),(-6.0, -7.0, -28.0),(1.0, 1.0, 1.0),pb_Mesh86494,(0.0, 1.0, 0.0, 0.3),Untagged
SnowballPile (12),(-3.1, -7.0, -32.9),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.5, 0.0, 0.9),Untagged
Tree3,(5.1, -7.0, -35.5),(10.3, 10.3, 10.3),Tree3,(-0.5, 0.5, 0.5, 0.5),Untagged
Cube (35),(14.6, -7.0, -30.8),(1.0, 1.0, 1.0),pb_Mesh86750,(0.0, 0.1, 0.0, 1.0),Untagged
Ladder (11),(2.1, -4.0, -48.1),(1.0, 1.0, 1.0),pb_Mesh-397962,(0.0, 0.7, 0.0, -0.7),Untagged
SnowballPile (11),(15.1, -7.0, -53.2),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (27),(22.5, -7.0, -44.5),(1.0, 1.0, 1.0),pb_Mesh87128,(0.0, 0.5, 0.0, -0.9),Untagged
SnowballPile (10),(23.9, -7.0, -32.1),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.5, 0.0, 0.9),Untagged
Cube (28),(39.0, -1.5, -28.0),(1.0, 1.0, 1.0),pb_Mesh86302,(-0.2, 0.3, 0.1, 0.9),Untagged
SnowballPile (9),(42.9, -7.0, -44.7),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 1.0),Untagged
Tree4,(45.5, -7.0, -47.8),(4.2, 4.2, 4.2),Tree4,(-0.5, 0.5, 0.5, 0.5),Untagged
Cube (14),(37.6, -7.0, -24.0),(1.0, 1.0, 1.0),pb_Mesh86858,(0.0, -0.5, 0.0, 0.9),Untagged
SnowballPile (8),(40.9, -2.0, -26.3),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 1.0),Untagged
Cube (16),(42.0, -7.0, -9.0),(1.0, 1.0, 1.0),pb_Mesh86380,(0.0, 0.0, 0.0, 1.0),Untagged
SnowballPile (7),(47.6, -7.0, -15.6),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.7, 0.0, 0.8),Untagged
Crate (21),(29.0, -5.0, -7.0),(1.0, 1.0, 1.0),pb_Mesh-397652,(0.0, 0.1, 0.0, 1.0),Untagged
Crate (19),(24.5, -6.0, -2.0),(0.8, 0.5, 0.8),pb_Mesh-397250,(0.0, -0.3, 0.0, 1.0),Untagged
Tree3,(24.8, -7.5, 6.3),(6.5, 6.5, 6.5),Tree3,(-0.7, 0.0, 0.0, 0.7),Untagged
Cube (30),(51.0, -7.0, 6.0),(1.0, 1.0, 1.0),pb_Mesh86254,(0.0, 0.8, 0.0, 0.5),Untagged
SnowballPile (6),(51.3, -3.0, 2.2),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (32),(57.5, -7.0, 6.5),(1.0, 1.0, 1.0),pb_Mesh87026,(0.0, 0.4, 0.0, 0.9),Untagged
Ladder (7),(53.5, 0.0, 9.5),(1.0, 1.0, 1.0),pb_Mesh-397884,(0.0, 0.6, 0.0, 0.8),Untagged
Ladder (8),(53.5, 0.0, 9.5),(1.0, 1.0, 1.0),pb_Mesh-398154,(0.0, 0.6, 0.0, 0.8),Untagged
Cube (29),(50.0, -7.0, 37.0),(1.0, 1.0, 1.0),pb_Mesh86426,(0.0, -0.3, 0.0, 1.0),Untagged
SnowballPile (4),(42.5, -3.0, 26.3),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 0.9),Untagged
Cube (15),(21.0, -7.0, 48.0),(1.0, 1.0, 1.0),pb_Mesh86392,(0.0, 0.3, 0.0, 1.0),Untagged
Ladder (5),(34.2, -4.0, 45.8),(1.0, 1.0, 1.0),pb_Mesh-397780,(0.0, 0.9, 0.0, 0.4),Untagged
Tree3,(46.5, -7.5, 48.5),(7.3, 7.3, 7.3),Tree3,(-0.7, -0.3, -0.3, 0.7),Untagged
Cube (13),(6.0, -7.0, 42.0),(1.0, 1.0, 1.0),pb_Mesh86508,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (2),(17.9, -4.0, 30.7),(1.0, 1.0, 1.0),pb_Mesh-397458,(0.0, 0.5, 0.0, -0.9),Untagged
SnowballPile,(-8.3, -7.0, 46.4),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Tree4,(-13.0, -7.0, 56.0),(5.2, 5.2, 5.2),Tree4,(-0.7, -0.3, -0.3, 0.6),Untagged
Cube (12),(-20.0, -7.0, 35.0),(1.0, 1.0, 1.0),pb_Mesh86336,(0.0, -0.7, 0.0, 0.7),Untagged
Cube (7),(-35.0, -7.0, 17.0),(1.0, 1.0, 1.0),pb_Mesh86936,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (10),(-39.0, -7.0, 22.0),(1.0, 1.0, 1.0),pb_Mesh86718,(0.0, 0.7, 0.0, 0.7),Untagged
SnowballPile (2),(-40.7, -7.0, 39.6),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.7, 0.0, 0.7),Untagged
Tree3,(-44.5, -7.5, 50.5),(4.4, 4.4, 4.4),Tree3,(-0.7, 0.0, 0.0, 0.7),Untagged
Tree3,(-54.6, -7.0, 21.0),(7.9, 7.9, 7.9),Tree3,(-0.7, 0.0, 0.0, 0.7),Untagged
SnowballPile (17),(-46.4, -7.0, 7.3),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (11),(-33.0, -7.0, 7.0),(1.0, 1.0, 1.0),pb_Mesh86844,(0.0, 0.1, 0.0, 1.0),Untagged
SnowballPile (18),(-32.9, -3.0, 10.5),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (9),(-23.0, -7.0, 8.0),(1.0, 1.0, 1.0),pb_Mesh87008,(0.0, 0.0, 0.0, 1.0),Untagged
Ladder (3),(-27.0, 0.0, 13.0),(1.0, 1.0, 1.0),pb_Mesh-397420,(0.0, 1.0, 0.0, 0.0),Untagged
SnowballPile (30),(-6.0, -7.0, 21.8),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (20),(8.7, 13.5, 17.4),(1.0, 1.0, 1.0),pb_Mesh86994,(0.2, -0.3, 0.1, 0.9),Untagged
SnowballPile (21),(3.9, -7.0, 11.0),(1.7, 1.7, 1.7),SnowballPile,(0.0, 0.4, 0.0, 0.9),Untagged
Cube (26),(2.0, -7.0, 3.0),(1.0, 1.0, 1.0),pb_Mesh86564,(0.0, 0.8, 0.0, 0.6),Untagged
Cube (25),(5.3, -7.0, 4.8),(1.0, 1.0, 1.0),pb_Mesh86272,(0.0, -0.4, 0.0, 0.9),Untagged
Cube (2),(0.0, -7.0, 0.0),(1.0, 1.0, 1.0),pb_Mesh86324,(0.0, 0.0, 0.0, 1.0),Untagged
Cube (22),(-3.0, -7.0, -1.0),(1.0, 1.0, 1.0),pb_Mesh86600,(0.0, 0.4, 0.0, 0.9),Untagged
Ladder (1),(0.0, -4.0, -4.0),(1.0, 1.0, 1.0),pb_Mesh-397846,(0.0, 1.0, 0.0, 0.0),Untagged
Cube (21),(-2.0, -7.0, -8.0),(1.0, 1.0, 1.0),pb_Mesh87086,(0.0, 0.0, 0.0, 1.0),Untagged
Crate (20),(11.5, -6.0, -8.0),(0.8, 0.5, 0.8),pb_Mesh-397168,(0.0, 0.2, 0.0, 1.0),Untagged
SnowballPile (29),(16.3, -7.0, 0.3),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 1.0),Untagged
Cube (18),(5.0, 8.0, -21.0),(1.0, 1.0, 1.0),pb_Mesh86242,(0.0, 1.0, 0.0, 0.0),Untagged
SnowballPile (27),(-7.7, -7.0, -14.8),(1.7, 1.7, 1.7),SnowballPile,(0.0, -0.3, 0.0, 1.0),Untagged
Cube (23),(-10.0, -7.0, -15.0),(1.0, 1.0, 1.0),pb_Mesh86890,(0.0, 0.8, 0.0, 0.5),Untagged
